#'MPI LIBRARY'='Open MPI v4.0.5, package: Open MPI hunold@hydra.par.tuwien.ac.at Distribution, ident: 4.0.5, repo rev: v4.0.5, Aug 26, 2020'
#'Processes'='256'
#'Application'='/home/staff/vardas/splatt/bin/splatt'
#'Arguments'=' cpd med5.tns -r 256 -t 1'
#'Num of REAL comms'='25'
Comm,Size,Calls,Send_Calls,Send_AvgMsgSize,Send_Time,Recv_Calls,Recv_AvgMsgSize,Recv_Time,Isend_Calls,Isend_AvgMsgSize,Isend_Time,Irecv_Calls,Irecv_AvgMsgSize,Irecv_Time,Waitall_Calls,Waitall_AvgMsgSize,Waitall_Time,Wait_Calls,Wait_AvgMsgSize,Wait_Time,Waitany_Calls,Waitany_AvgMsgSize,Waitany_Time,Test_Calls,Test_AvgMsgSize,Test_Time,Testany_Calls,Testany_AvgMsgSize,Testany_Time,Sendrecv_Calls,Sendrecv_AvgMsgSize,Sendrecv_Time,Bcast_Calls,Bcast_AvgMsgSize,Bcast_Time,Barrier_Calls,Barrier_AvgMsgSize,Barrier_Time,Allreduce_Calls,Allreduce_AvgMsgSize,Allreduce_Time,Allgather_Calls,Allgather_AvgMsgSize,Allgather_Time,Allgatherv_Calls,Allgatherv_AvgMsgSize,Allgatherv_Time,Alltoall_Calls,Alltoall_AvgMsgSize,Alltoall_Time,Alltoallv_Calls,Alltoallv_AvgMsgSize,Alltoallv_Time,Reduce_Calls,Reduce_AvgMsgSize,Reduce_Time,Gather_Calls,Gather_AvgMsgSize,Gather_Time,Gatherv_Calls,Gatherv_AvgMsgSize,Gatherv_Time,Scan_Calls,Scan_AvgMsgSize,Scan_Time,Exscan_Calls,Exscan_AvgMsgSize,Exscan_Time,Scatter_Calls,Scatter_AvgMsgSize,Scatter_Time,Scatterv_Calls,Scatterv_AvgMsgSize,Scatterv_Time,Reduce_scatter_Calls,Reduce_scatter_AvgMsgSize,Reduce_scatter_Time,Iallreduce_Calls,Iallreduce_AvgMsgSize,Iallreduce_Time,Ibcast_Calls,Ibcast_AvgMsgSize,Ibcast_Time,Ialltoall_Calls,Ialltoall_AvgMsgSize,Ialltoall_Time,Iscatter_Calls,Iscatter_AvgMsgSize,Iscatter_Time,Ibarrier_Calls,Ibarrier_AvgMsgSize,Ibarrier_Time
W,256,3065,1530,3120.000000,0.095023,1530,3120.000000,0.131194,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,2,8.000000,0.116862,1,0.000000,0.000000,2,24.000000,0.301166,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1,256,20510,10200,67563.353725,22.878934,10200,67563.353725,2.540918,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,1,0.000000,0.000000,82,241066.634146,3.474451,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.040957,6,0.000000,3.047075,20,8.000000,0.245636,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s2.0,32,53604,0,0.0,0.000000,26398,4.809758,0.022821,26398,4.809758,0.017331,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,786,28.488550,0.025943,2,0.000000,0.000000,4,18137.250000,0.004028,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000440,13,0.000000,0.053650,0,0.0,0.000000,1,8.000000,0.000360,0,0.0,0.000000,1,8.000000,0.000069,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s3.0,32,31301,0,0.0,0.000000,15410,5.095393,0.011674,15410,5.095393,0.009274,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,458,38.497817,0.014591,2,0.000000,0.000000,4,24214.750000,0.031914,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000828,14,0.000000,0.046434,0,0.0,0.000000,1,8.000000,0.000041,0,0.0,0.000000,1,8.000000,0.000077,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s4.0,64,19557,0,0.0,0.000000,9694,4.179080,0.007483,9694,4.179080,0.006138,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,146,13.808219,0.008719,2,0.000000,0.000000,4,771.500000,0.022571,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000113,14,0.000000,0.062576,0,0.0,0.000000,1,8.000000,0.000031,0,0.0,0.000000,1,8.000000,0.000169,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s5.0,256,149661,0,0.0,0.000000,74675,4.113505,0.062706,74675,4.113505,0.050854,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,288,26.638889,0.067468,2,0.000000,0.000000,4,4191.000000,0.125732,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000218,14,0.000000,0.309605,0,0.0,0.000000,1,8.000000,0.000058,0,0.0,0.000000,1,8.000000,0.000568,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s6.0,256,34077,0,0.0,0.000000,16995,4.054840,0.013697,16995,4.054840,0.011085,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,64,16.375000,0.014287,2,0.000000,0.000000,4,837.000000,0.000863,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000218,14,0.000000,0.197826,0,0.0,0.000000,1,8.000000,0.000057,0,0.0,0.000000,1,8.000000,0.000514,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s4.1,64,41469,0,0.0,0.000000,20567,4.261584,0.015959,20567,4.261584,0.012935,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,312,18.179487,0.018374,2,0.000000,0.000000,4,2442.000000,0.022696,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000116,14,0.000000,0.096023,0,0.0,0.000000,1,8.000000,0.000034,0,0.0,0.000000,1,8.000000,0.000219,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s4.2,64,104565,0,0.0,0.000000,51876,4.426710,0.040661,51876,4.426710,0.032805,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,790,29.093671,0.046818,2,0.000000,0.000000,4,12702.250000,0.023589,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000109,14,0.000000,0.090543,0,0.0,0.000000,1,8.000000,0.000064,0,0.0,0.000000,1,8.000000,0.000117,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s4.3,64,161325,0,0.0,0.000000,80041,4.293699,0.062123,80041,4.293699,0.050345,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,1220,21.259016,0.070949,2,0.000000,0.000000,4,59456.750000,0.024154,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000107,14,0.000000,0.099791,0,0.0,0.000000,1,8.000000,0.000075,0,0.0,0.000000,1,8.000000,0.000122,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
