#'MPI LIBRARY'='Open MPI v4.0.5, package: Open MPI hunold@hydra.par.tuwien.ac.at Distribution, ident: 4.0.5, repo rev: v4.0.5, Aug 26, 2020'
#'Processes'='128'
#'Application'='/home/staff/vardas/splatt/bin/splatt'
#'Arguments'=' cpd med4.tns -r 100 -t 1'
#'Num of REAL comms'='22'
Comm,Size,Calls,Send_Calls,Send_AvgMsgSize,Send_Time,Recv_Calls,Recv_AvgMsgSize,Recv_Time,Isend_Calls,Isend_AvgMsgSize,Isend_Time,Irecv_Calls,Irecv_AvgMsgSize,Irecv_Time,Waitall_Calls,Waitall_AvgMsgSize,Waitall_Time,Wait_Calls,Wait_AvgMsgSize,Wait_Time,Waitany_Calls,Waitany_AvgMsgSize,Waitany_Time,Test_Calls,Test_AvgMsgSize,Test_Time,Testany_Calls,Testany_AvgMsgSize,Testany_Time,Sendrecv_Calls,Sendrecv_AvgMsgSize,Sendrecv_Time,Bcast_Calls,Bcast_AvgMsgSize,Bcast_Time,Barrier_Calls,Barrier_AvgMsgSize,Barrier_Time,Allreduce_Calls,Allreduce_AvgMsgSize,Allreduce_Time,Allgather_Calls,Allgather_AvgMsgSize,Allgather_Time,Allgatherv_Calls,Allgatherv_AvgMsgSize,Allgatherv_Time,Alltoall_Calls,Alltoall_AvgMsgSize,Alltoall_Time,Alltoallv_Calls,Alltoallv_AvgMsgSize,Alltoallv_Time,Reduce_Calls,Reduce_AvgMsgSize,Reduce_Time,Gather_Calls,Gather_AvgMsgSize,Gather_Time,Gatherv_Calls,Gatherv_AvgMsgSize,Gatherv_Time,Scan_Calls,Scan_AvgMsgSize,Scan_Time,Exscan_Calls,Exscan_AvgMsgSize,Exscan_Time,Scatter_Calls,Scatter_AvgMsgSize,Scatter_Time,Scatterv_Calls,Scatterv_AvgMsgSize,Scatterv_Time,Reduce_scatter_Calls,Reduce_scatter_AvgMsgSize,Reduce_scatter_Time,Iallreduce_Calls,Iallreduce_AvgMsgSize,Iallreduce_Time,Ibcast_Calls,Ibcast_AvgMsgSize,Ibcast_Time,Ialltoall_Calls,Ialltoall_AvgMsgSize,Ialltoall_Time,Iscatter_Calls,Iscatter_AvgMsgSize,Iscatter_Time,Ibarrier_Calls,Ibarrier_AvgMsgSize,Ibarrier_Time
W,128,1275,635,6248.000000,0.040403,635,0.000000,0.074692,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,2,8.000000,0.054842,1,0.000000,0.000000,2,20.000000,0.086836,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1,128,8257,4064,66366.566929,9.194925,4064,0.000000,0.995249,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,1,0.000000,0.000000,103,47574.135922,0.721404,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.013917,5,17120.000000,0.646691,19,8.000000,0.047981,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s2.0,16,5788,0,0.0,0.000000,2800,0.000000,0.002472,2800,10.977143,0.001718,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,158,125.164557,0.001626,2,0.000000,0.000000,4,18105.250000,0.001141,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000312,21,540460.571429,0.023060,0,0.0,0.000000,1,8.000000,0.000063,0,0.0,0.000000,1,8.000000,0.000024,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s3.0,16,10541,0,0.0,0.000000,5110,0.000000,0.003728,5110,7.171820,0.002872,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,290,57.793103,0.002427,2,0.000000,0.000000,4,24182.750000,0.005649,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000447,22,374360.000000,0.019879,0,0.0,0.000000,1,8.000000,0.000019,0,0.0,0.000000,1,8.000000,0.000018,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s4.0,64,34613,0,0.0,0.000000,17161,0.000000,0.013112,17161,4.388089,0.010815,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,260,27.292308,0.007363,2,0.000000,0.000000,4,3056.250000,0.004382,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000069,22,229964.000000,0.053840,0,0.0,0.000000,1,8.000000,0.000021,0,0.0,0.000000,1,8.000000,0.000069,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s5.0,128,15629,0,0.0,0.000000,7770,0.000000,0.006266,7770,5.010039,0.005121,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,58,123.172414,0.003241,2,0.000000,0.000000,4,3935.000000,0.070933,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000078,22,520284.000000,0.089772,0,0.0,0.000000,1,8.000000,0.000027,0,0.0,0.000000,1,8.000000,0.000130,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s4.1,64,202517,0,0.0,0.000000,100477,0.000000,0.075243,100477,4.445276,0.061539,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,1532,30.417755,0.042457,2,0.000000,0.000000,4,72060.250000,0.005321,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000075,22,310184.000000,0.063847,0,0.0,0.000000,1,8.000000,0.000049,0,0.0,0.000000,1,8.000000,0.000055,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s3.2,16,6869,0,0.0,0.000000,3325,0.000000,0.002527,3325,7.321504,0.001887,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,188,58.170213,0.001703,2,0.000000,0.000000,4,29243.000000,0.005753,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000446,22,268164.000000,0.019477,0,0.0,0.000000,1,8.000000,0.000013,0,0.0,0.000000,1,8.000000,0.000019,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s3.4,16,15653,0,0.0,0.000000,7595,0.000000,0.005706,7595,5.073864,0.004273,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,432,20.851852,0.003635,2,0.000000,0.000000,4,34472.250000,0.005806,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000437,22,156620.000000,0.017978,0,0.0,0.000000,1,8.000000,0.000021,0,0.0,0.000000,1,8.000000,0.000016,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
W_a1_s3.6,16,10037,0,0.0,0.000000,4865,0.000000,0.003662,4865,5.493936,0.002738,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,276,28.000000,0.002352,2,0.000000,0.000000,4,35288.000000,0.005786,0,0.0,0.000000,0,0.0,0.000000,1,4.000000,0.000437,22,144396.000000,0.017608,0,0.0,0.000000,1,8.000000,0.000014,0,0.0,0.000000,1,8.000000,0.000019,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000,0,0.0,0.000000
